number,bottlecode,daterun,instrument,analyte,resulttype,runlabel,result,unit,labdupTF,labuser,recorduser,flag,note,dateentered
243,0100-10,7/30/2021,beckmanspec,abs208,sample,abs208,0.17286,absunits,FALSE,SP,SP,,,2021
244,0100-10,7/30/2021,beckmanspec,abs210,sample,abs210,0.15771,absunits,FALSE,SP,SP,,,2021
245,0100-10,7/30/2021,beckmanspec,abs220,sample,abs220,0.11278,absunits,FALSE,SP,SP,,,2021
246,0100-10,7/30/2021,beckmanspec,abs230,sample,abs230,0.09009,absunits,FALSE,SP,SP,,,2021
247,0100-10,7/30/2021,beckmanspec,abs240,sample,abs240,0.07631,absunits,FALSE,SP,SP,,,2021
248,0100-10,7/30/2021,beckmanspec,abs250,sample,abs250,0.06711,absunits,FALSE,SP,SP,,,2021
249,0100-10,7/30/2021,beckmanspec,abs254,sample,abs254,0.06416,absunits,FALSE,SP,SP,,,2021
250,0100-10,7/30/2021,beckmanspec,abs275,sample,abs275,0.05264,absunits,FALSE,SP,SP,,,2021
251,0100-10,7/30/2021,beckmanspec,abs280,sample,abs280,0.04989,absunits,FALSE,SP,SP,,,2021
252,0100-10,7/30/2021,beckmanspec,abs285,sample,abs285,0.04615,absunits,FALSE,SP,SP,,,2021
253,0100-10,7/30/2021,beckmanspec,abs290,sample,abs290,0.04306,absunits,FALSE,SP,SP,,,2021
254,0100-10,7/30/2021,beckmanspec,abs295,sample,abs295,0.04037,absunits,FALSE,SP,SP,,,2021
255,0100-10,7/30/2021,beckmanspec,abs412,sample,abs412,0.0131,absunits,FALSE,SP,SP,,,2021
256,0100-10,7/30/2021,beckmanspec,abs532,sample,abs532,0.0077,absunits,FALSE,SP,SP,,,2021
257,0100-10,7/30/2021,beckmanspec,abs555,sample,abs555,0.00724,absunits,FALSE,SP,SP,,,2021
258,0097-10,7/30/2021,beckmanspec,abs200,sample,abs200,0.70205,absunits,FALSE,SP,SP,,,2021
259,0097-10,7/30/2021,beckmanspec,abs202,sample,abs202,0.49563,absunits,FALSE,SP,SP,,,2021
260,0097-10,7/30/2021,beckmanspec,abs204,sample,abs204,0.40571,absunits,FALSE,SP,SP,,,2021
261,0097-10,7/30/2021,beckmanspec,abs206,sample,abs206,0.35392,absunits,FALSE,SP,SP,,,2021
262,0097-10,7/30/2021,beckmanspec,abs208,sample,abs208,0.31821,absunits,FALSE,SP,SP,,,2021
263,0097-10,7/30/2021,beckmanspec,abs210,sample,abs210,0.28886,absunits,FALSE,SP,SP,,,2021
264,0097-10,7/30/2021,beckmanspec,abs220,sample,abs220,0.20927,absunits,FALSE,SP,SP,,,2021
265,0097-10,7/30/2021,beckmanspec,abs230,sample,abs230,0.17075,absunits,FALSE,SP,SP,,,2021
266,0097-10,7/30/2021,beckmanspec,abs240,sample,abs240,0.14585,absunits,FALSE,SP,SP,,,2021
267,0097-10,7/30/2021,beckmanspec,abs250,sample,abs250,0.12944,absunits,FALSE,SP,SP,,,2021
268,0097-10,7/30/2021,beckmanspec,abs254,sample,abs254,0.12472,absunits,FALSE,SP,SP,,,2021
269,0097-10,7/30/2021,beckmanspec,abs275,sample,abs275,0.09737,absunits,FALSE,SP,SP,,,2021
270,0097-10,7/30/2021,beckmanspec,abs280,sample,abs280,0.09024,absunits,FALSE,SP,SP,,,2021
271,0097-10,7/30/2021,beckmanspec,abs285,sample,abs285,0.08233,absunits,FALSE,SP,SP,,,2021
272,0097-10,7/30/2021,beckmanspec,abs290,sample,abs290,0.07461,absunits,FALSE,SP,SP,,,2021
273,0097-10,7/30/2021,beckmanspec,abs295,sample,abs295,0.06776,absunits,FALSE,SP,SP,,,2021
274,0097-10,7/30/2021,beckmanspec,abs412,sample,abs412,0.07544,absunits,FALSE,SP,SP,,,2021
275,0097-10,7/30/2021,beckmanspec,abs532,sample,abs532,0.00763,absunits,FALSE,SP,SP,,,2021
276,0097-10,7/30/2021,beckmanspec,abs555,sample,abs555,0.00711,absunits,FALSE,SP,SP,,,2021
277,0108-10,7/30/2021,beckmanspec,abs200,sample,abs200,1.01885,absunits,FALSE,SP,SP,,,2021
278,0108-10,7/30/2021,beckmanspec,abs202,sample,abs202,0.89686,absunits,FALSE,SP,SP,,,2021
279,0108-10,7/30/2021,beckmanspec,abs204,sample,abs204,0.82303,absunits,FALSE,SP,SP,,,2021
280,0108-10,7/30/2021,beckmanspec,abs206,sample,abs206,0.76644,absunits,FALSE,SP,SP,,,2021
281,0108-10,7/30/2021,beckmanspec,abs208,sample,abs208,0.70952,absunits,FALSE,SP,SP,,corrected data entry error (originally recorded as 0.20952),2021
282,0108-10,7/30/2021,beckmanspec,abs210,sample,abs210,0.6505,absunits,FALSE,SP,SP,,,2021
283,0108-10,7/30/2021,beckmanspec,abs220,sample,abs220,0.3662,absunits,FALSE,SP,SP,,,2021
284,0108-10,7/30/2021,beckmanspec,abs230,sample,abs230,0.19927,absunits,FALSE,SP,SP,,,2021
285,0108-10,7/30/2021,beckmanspec,abs240,sample,abs240,0.14323,absunits,FALSE,SP,SP,,,2021
286,0108-10,7/30/2021,beckmanspec,abs250,sample,abs250,0.12157,absunits,FALSE,SP,SP,,,2021
287,0108-10,7/30/2021,beckmanspec,abs254,sample,abs254,0.11627,absunits,FALSE,SP,SP,,,2021
288,0108-10,7/30/2021,beckmanspec,abs275,sample,abs275,0.09256,absunits,FALSE,SP,SP,,,2021
289,0108-10,7/30/2021,beckmanspec,abs280,sample,abs280,0.0864,absunits,FALSE,SP,SP,,,2021
290,0108-10,7/30/2021,beckmanspec,abs285,sample,abs285,0.07988,absunits,FALSE,SP,SP,,,2021
291,0108-10,7/30/2021,beckmanspec,abs290,sample,abs290,0.07305,absunits,FALSE,SP,SP,,,2021
292,0108-10,7/30/2021,beckmanspec,abs295,sample,abs295,0.0672,absunits,FALSE,SP,SP,,,2021
293,0108-10,7/30/2021,beckmanspec,abs412,sample,abs412,0.01629,absunits,FALSE,SP,SP,,,2021
294,0108-10,7/30/2021,beckmanspec,abs532,sample,abs532,0.00806,absunits,FALSE,SP,SP,,,2021
295,0108-10,7/30/2021,beckmanspec,abs555,sample,abs555,0.00745,absunits,FALSE,SP,SP,,,2021
296,0106-10,7/30/2021,beckmanspec,abs200,sample,abs200,1.06205,absunits,FALSE,SP,SP,,,2021
297,0106-10,7/30/2021,beckmanspec,abs202,sample,abs202,0.94939,absunits,FALSE,SP,SP,,,2021
298,0106-10,7/30/2021,beckmanspec,abs204,sample,abs204,0.87276,absunits,FALSE,SP,SP,,,2021
299,0106-10,7/30/2021,beckmanspec,abs206,sample,abs206,0.81045,absunits,FALSE,SP,SP,,,2021
300,0106-10,7/30/2021,beckmanspec,abs208,sample,abs208,0.75194,absunits,FALSE,SP,SP,,,2021
301,0106-10,7/30/2021,beckmanspec,abs210,sample,abs210,0.69189,absunits,FALSE,SP,SP,,,2021
302,0106-10,7/30/2021,beckmanspec,abs220,sample,abs220,0.38941,absunits,FALSE,SP,SP,,,2021
303,0106-10,7/30/2021,beckmanspec,abs230,sample,abs230,0.20921,absunits,FALSE,SP,SP,,,2021
304,0106-10,7/30/2021,beckmanspec,abs240,sample,abs240,0.14811,absunits,FALSE,SP,SP,,,2021
305,0106-10,7/30/2021,beckmanspec,abs250,sample,abs250,0.12616,absunits,FALSE,SP,SP,,,2021
306,0106-10,7/30/2021,beckmanspec,abs254,sample,abs254,0.12116,absunits,FALSE,SP,SP,,,2021
307,0106-10,7/30/2021,beckmanspec,abs275,sample,abs275,0.09657,absunits,FALSE,SP,SP,,,2021
308,0106-10,7/30/2021,beckmanspec,abs280,sample,abs280,0.08995,absunits,FALSE,SP,SP,,,2021
309,0106-10,7/30/2021,beckmanspec,abs285,sample,abs285,0.08291,absunits,FALSE,SP,SP,,,2021
310,0106-10,7/30/2021,beckmanspec,abs290,sample,abs290,0.07652,absunits,FALSE,SP,SP,,,2021
311,0106-10,7/30/2021,beckmanspec,abs295,sample,abs295,0.07019,absunits,FALSE,SP,SP,,,2021
312,0106-10,7/30/2021,beckmanspec,abs412,sample,abs412,0.01759,absunits,FALSE,SP,SP,,,2021
313,0106-10,7/30/2021,beckmanspec,abs532,sample,abs532,0.00835,absunits,FALSE,SP,SP,,,2021
314,0106-10,7/30/2021,beckmanspec,abs555,sample,abs555,0.00765,absunits,FALSE,SP,SP,,,2021
315,0098-10,7/30/2021,beckmanspec,abs200,sample,abs200,0.70579,absunits,FALSE,SP,SP,,,2021
316,0098-10,7/30/2021,beckmanspec,abs202,sample,abs202,0.49221,absunits,FALSE,SP,SP,,,2021
317,0098-10,7/30/2021,beckmanspec,abs204,sample,abs204,0.40484,absunits,FALSE,SP,SP,,,2021
318,0098-10,7/30/2021,beckmanspec,abs206,sample,abs206,0.35274,absunits,FALSE,SP,SP,,,2021
319,0098-10,7/30/2021,beckmanspec,abs208,sample,abs208,0.31737,absunits,FALSE,SP,SP,,,2021
320,0098-10,7/30/2021,beckmanspec,abs210,sample,abs210,0.28863,absunits,FALSE,SP,SP,,,2021
321,0098-10,7/30/2021,beckmanspec,abs220,sample,abs220,0.21208,absunits,FALSE,SP,SP,,,2021
322,0098-10,7/30/2021,beckmanspec,abs230,sample,abs230,0.17331,absunits,FALSE,SP,SP,,,2021
323,0098-10,7/30/2021,beckmanspec,abs240,sample,abs240,0.147,absunits,FALSE,SP,SP,,,2021
324,0098-10,7/30/2021,beckmanspec,abs250,sample,abs250,0.1307,absunits,FALSE,SP,SP,,,2021
325,0098-10,7/30/2021,beckmanspec,abs254,sample,abs254,0.12638,absunits,FALSE,SP,SP,,,2021
326,0098-10,7/30/2021,beckmanspec,abs275,sample,abs275,0.09932,absunits,FALSE,SP,SP,,,2021
327,0098-10,7/30/2021,beckmanspec,abs280,sample,abs280,0.09214,absunits,FALSE,SP,SP,,,2021
328,0098-10,7/30/2021,beckmanspec,abs285,sample,abs285,0.08429,absunits,FALSE,SP,SP,,,2021
329,0098-10,7/30/2021,beckmanspec,abs290,sample,abs290,0.07659,absunits,FALSE,SP,SP,,,2021
330,0098-10,7/30/2021,beckmanspec,abs295,sample,abs295,0.06936,absunits,FALSE,SP,SP,,,2021
331,0098-10,7/30/2021,beckmanspec,abs412,sample,abs412,0.01604,absunits,FALSE,SP,SP,,,2021
332,0098-10,7/30/2021,beckmanspec,abs532,sample,abs532,0.00757,absunits,FALSE,SP,SP,,,2021
333,0098-10,7/30/2021,beckmanspec,abs555,sample,abs555,0.00709,absunits,FALSE,SP,SP,,,2021
334,0104-10,7/30/2021,beckmanspec,abs200,sample,abs200,1.00246,absunits,FALSE,SP,SP,,,2021
335,0104-10,7/30/2021,beckmanspec,abs202,sample,abs202,0.89139,absunits,FALSE,SP,SP,,,2021
336,0104-10,7/30/2021,beckmanspec,abs204,sample,abs204,0.82189,absunits,FALSE,SP,SP,,,2021
337,0104-10,7/30/2021,beckmanspec,abs206,sample,abs206,0.76644,absunits,FALSE,SP,SP,,,2021
338,0104-10,7/30/2021,beckmanspec,abs208,sample,abs208,0.71021,absunits,FALSE,SP,SP,,,2021
339,0104-10,7/30/2021,beckmanspec,abs210,sample,abs210,0.65158,absunits,FALSE,SP,SP,,,2021
340,0104-10,7/30/2021,beckmanspec,abs220,sample,abs220,0.36435,absunits,FALSE,SP,SP,,,2021
341,0104-10,7/30/2021,beckmanspec,abs230,sample,abs230,0.19398,absunits,FALSE,SP,SP,,,2021
342,0104-10,7/30/2021,beckmanspec,abs240,sample,abs240,0.13657,absunits,FALSE,SP,SP,,,2021
343,0104-10,7/30/2021,beckmanspec,abs250,sample,abs250,0.1156,absunits,FALSE,SP,SP,,,2021
344,0104-10,7/30/2021,beckmanspec,abs254,sample,abs254,0.1106,absunits,FALSE,SP,SP,,,2021
345,0104-10,7/30/2021,beckmanspec,abs275,sample,abs275,0.08759,absunits,FALSE,SP,SP,,,2021
346,0104-10,7/30/2021,beckmanspec,abs280,sample,abs280,0.08188,absunits,FALSE,SP,SP,,,2021
347,0104-10,7/30/2021,beckmanspec,abs285,sample,abs285,0.07524,absunits,FALSE,SP,SP,,,2021
348,0104-10,7/30/2021,beckmanspec,abs290,sample,abs290,0.06976,absunits,FALSE,SP,SP,,,2021
349,0104-10,7/30/2021,beckmanspec,abs295,sample,abs295,0.06368,absunits,FALSE,SP,SP,,,2021
350,0104-10,7/30/2021,beckmanspec,abs412,sample,abs412,0.01474,absunits,FALSE,SP,SP,,,2021
351,0104-10,7/30/2021,beckmanspec,abs532,sample,abs532,0.00708,absunits,FALSE,SP,SP,,,2021
352,0104-10,7/30/2021,beckmanspec,abs555,sample,abs555,0.00646,absunits,FALSE,SP,SP,,,2021
353,0096-10,7/30/2021,beckmanspec,abs200,sample,abs200,0.70391,absunits,FALSE,SP,SP,,,2021
354,0096-10,7/30/2021,beckmanspec,abs202,sample,abs202,0.48821,absunits,FALSE,SP,SP,,,2021
355,0096-10,7/30/2021,beckmanspec,abs204,sample,abs204,0.40011,absunits,FALSE,SP,SP,,,2021
356,0096-10,7/30/2021,beckmanspec,abs206,sample,abs206,0.34706,absunits,FALSE,SP,SP,,,2021
357,0096-10,7/30/2021,beckmanspec,abs208,sample,abs208,0.31172,absunits,FALSE,SP,SP,,,2021
358,0096-10,7/30/2021,beckmanspec,abs210,sample,abs210,0.28349,absunits,FALSE,SP,SP,,,2021
359,0096-10,7/30/2021,beckmanspec,abs220,sample,abs220,0.20633,absunits,FALSE,SP,SP,,,2021
360,0096-10,7/30/2021,beckmanspec,abs230,sample,abs230,0.16909,absunits,FALSE,SP,SP,,,2021
361,0096-10,7/30/2021,beckmanspec,abs240,sample,abs240,0.14408,absunits,FALSE,SP,SP,,,2021
362,0096-10,7/30/2021,beckmanspec,abs250,sample,abs250,0.12813,absunits,FALSE,SP,SP,,,2021
363,0096-10,7/30/2021,beckmanspec,abs254,sample,abs254,0.12334,absunits,FALSE,SP,SP,,,2021
364,0096-10,7/30/2021,beckmanspec,abs275,sample,abs275,0.09571,absunits,FALSE,SP,SP,,,2021
365,0096-10,7/30/2021,beckmanspec,abs280,sample,abs280,0.08857,absunits,FALSE,SP,SP,,,2021
366,0096-10,7/30/2021,beckmanspec,abs285,sample,abs285,0.08053,absunits,FALSE,SP,SP,,,2021
367,0096-10,7/30/2021,beckmanspec,abs290,sample,abs290,0.07355,absunits,FALSE,SP,SP,,,2021
368,0096-10,7/30/2021,beckmanspec,abs295,sample,abs295,0.06658,absunits,FALSE,SP,SP,,,2021
369,0096-10,7/30/2021,beckmanspec,abs412,sample,abs412,0.013,absunits,FALSE,SP,SP,,,2021
370,0096-10,7/30/2021,beckmanspec,abs532,sample,abs532,0.006,absunits,FALSE,SP,SP,,,2021
371,0096-10,7/30/2021,beckmanspec,abs555,sample,abs555,0.00548,absunits,FALSE,SP,SP,,,2021
376,"TBD, lake Waco site 1",,turbidimeter,turbidity,sample,TBD,9.24,ntu,FALSE,SP,SP,,,2021
377,0007-01,8/11/2021,lachat,srp,sample,20210728_WHITNEY_00701,0.00514,mgL-1,FALSE,JB,SP,,,2021
378,0008-01,8/11/2021,lachat,srp,sample,801,0.00575,mgL-1,FALSE,JB,SP,,,2021
379,0009-01,8/11/2021,lachat,srp,sample,901,0.00534,mgL-1,FALSE,JB,SP,,,2021
380,0016-01,8/11/2021,lachat,srp,sample,1601,0.066,mgL-1,FALSE,JB,SP,,,2021
381,0017-01,8/11/2021,lachat,srp,sample,1701,0.077,mgL-1,FALSE,JB,SP,,,2021
382,0018-01,8/11/2021,lachat,srp,sample,1801,0.0767,mgL-1,FALSE,JB,SP,,,2021
383,0025-01,8/11/2021,lachat,srp,sample,2501,0.0302,mgL-1,FALSE,JB,SP,,,2021
384,0026-01,8/11/2021,lachat,srp,sample,2601,0.0256,mgL-1,FALSE,JB,SP,,,2021
385,0027-01,8/11/2021,lachat,srp,sample,2701,0.0257,mgL-1,FALSE,JB,SP,,,2021
386,0034-01,8/11/2021,lachat,srp,sample,3401,0.00497,mgL-1,FALSE,JB,SP,,,2021
387,0035-01,8/11/2021,lachat,srp,sample,3501,0.0052,mgL-1,FALSE,JB,SP,,,2021
388,0036-01,8/11/2021,lachat,srp,sample,3601,0.00451,mgL-1,FALSE,JB,SP,,,2021
389,0043-01,8/11/2021,lachat,srp,sample,4301,0.00753,mgL-1,FALSE,JB,SP,,,2021
390,0044-01,8/11/2021,lachat,srp,sample,4401,0.00662,mgL-1,FALSE,JB,SP,,,2021
391,0045-01,8/11/2021,lachat,srp,sample,4501,0.0059,mgL-1,FALSE,JB,SP,,,2021
392,0007-01,8/11/2021,lachat,nh4n,sample,20210728_WHITNEY_00701,-0.00147,mgL-1,FALSE,JB,SP,,,2021
393,0008-01,8/11/2021,lachat,nh4n,sample,801,-0.00266,mgL-1,FALSE,JB,SP,,,2021
394,0009-01,8/11/2021,lachat,nh4n,sample,901,0.000403,mgL-1,FALSE,JB,SP,,,2021
395,0016-01,8/11/2021,lachat,nh4n,sample,1601,0.0211,mgL-1,FALSE,JB,SP,,,2021
396,0017-01,8/11/2021,lachat,nh4n,sample,1701,0.0241,mgL-1,FALSE,JB,SP,,,2021
397,0018-01,8/11/2021,lachat,nh4n,sample,1801,0.0219,mgL-1,FALSE,JB,SP,,,2021
398,0025-01,8/11/2021,lachat,nh4n,sample,2501,0.15,mgL-1,FALSE,JB,SP,,,2021
399,0026-01,8/11/2021,lachat,nh4n,sample,2601,0.166,mgL-1,FALSE,JB,SP,,,2021
400,0027-01,8/11/2021,lachat,nh4n,sample,2701,0.151,mgL-1,FALSE,JB,SP,,,2021
401,0034-01,8/11/2021,lachat,nh4n,sample,3401,0.00504,mgL-1,FALSE,JB,SP,,,2021
402,0035-01,8/11/2021,lachat,nh4n,sample,3501,0.00447,mgL-1,FALSE,JB,SP,,,2021
403,0036-01,8/11/2021,lachat,nh4n,sample,3601,0.00544,mgL-1,FALSE,JB,SP,,,2021
404,0043-01,8/11/2021,lachat,nh4n,sample,4301,0.0409,mgL-1,FALSE,JB,SP,,,2021
405,0044-01,8/11/2021,lachat,nh4n,sample,4401,0.0000513,mgL-1,FALSE,JB,SP,,,2021
406,0045-01,8/11/2021,lachat,nh4n,sample,4501,-0.00154,mgL-1,FALSE,JB,SP,,,2021
407,0007-01,8/11/2021,lachat,no3n,sample,20210728_WHITNEY_00701,-0.00286,mgL-1,FALSE,JB,SP,,,2021
408,0008-01,8/11/2021,lachat,no3n,sample,801,0.00136,mgL-1,FALSE,JB,SP,,,2021
409,0009-01,8/11/2021,lachat,no3n,sample,901,0.00202,mgL-1,FALSE,JB,SP,,,2021
410,0016-01,8/11/2021,lachat,no3n,sample,1601,0.592,mgL-1,FALSE,JB,SP,,,2021
411,0017-01,8/11/2021,lachat,no3n,sample,1701,0.623,mgL-1,FALSE,JB,SP,,,2021
412,0018-01,8/11/2021,lachat,no3n,sample,1801,0.613,mgL-1,FALSE,JB,SP,,,2021
413,0025-01,8/11/2021,lachat,no3n,sample,2501,0.0274,mgL-1,FALSE,JB,SP,,,2021
414,0026-01,8/11/2021,lachat,no3n,sample,2601,0.0285,mgL-1,FALSE,JB,SP,,,2021
415,0027-01,8/11/2021,lachat,no3n,sample,2701,0.0284,mgL-1,FALSE,JB,SP,,,2021
416,0034-01,8/11/2021,lachat,no3n,sample,3401,0.0393,mgL-1,FALSE,JB,SP,,,2021
417,0035-01,8/11/2021,lachat,no3n,sample,3501,0.0406,mgL-1,FALSE,JB,SP,,,2021
418,0036-01,8/11/2021,lachat,no3n,sample,3601,0.0402,mgL-1,FALSE,JB,SP,,,2021
419,0043-01,8/11/2021,lachat,no3n,sample,4301,0.0147,mgL-1,FALSE,JB,SP,,,2021
420,0044-01,8/11/2021,lachat,no3n,sample,4401,0.0152,mgL-1,FALSE,JB,SP,,,2021
421,0045-01,8/11/2021,lachat,no3n,sample,4501,0.0153,mgL-1,FALSE,JB,SP,,,2021
422,0168-12,9/15/2021,lachat,srp,sample,20210812_0168-12,0.0631,mgL-1,FALSE,JB,SP,,,2021
423,0166-12,9/15/2021,lachat,srp,sample,0166-12,0.0587,mgL-1,FALSE,JB,SP,,,2021
424,0167-12,9/15/2021,lachat,srp,sample,0167-12,0.0396,mgL-1,FALSE,JB,SP,,,2021
425,0160-12,9/15/2021,lachat,srp,sample,0160-12,0.0129,mgL-1,FALSE,JB,SP,,,2021
426,0161-12,9/15/2021,lachat,srp,sample,0161-12,0.0134,mgL-1,FALSE,JB,SP,,,2021
427,0162-12,9/15/2021,lachat,srp,sample,0162-12,0.0102,mgL-1,FALSE,JB,SP,,,2021
428,0426-01,9/15/2021,lachat,srp,sample,20210903_0426-01,0.00935,mgL-1,FALSE,JB,SP,,,2021
429,0427-01,9/15/2021,lachat,srp,sample,0427-01,0.00876,mgL-1,FALSE,JB,SP,,,2021
430,0428-01,9/15/2021,lachat,srp,sample,0428-01,0.00778,mgL-1,FALSE,JB,SP,,,2021
431,0428-01,9/15/2021,lachat,srp,sample,0428-01,0.00716,mgL-1,FALSE,JB,SP,,,2021
432,0429-01,9/15/2021,lachat,srp,sample,0429-01,0.00891,mgL-1,FALSE,JB,SP,,,2021
433,0430-01,9/15/2021,lachat,srp,sample,0430-01,0.00709,mgL-1,FALSE,JB,SP,,,2021
434,0416-01,9/15/2021,lachat,srp,sample,20210821_0416-01,0.00453,mgL-1,FALSE,JB,SP,,,2021
435,0418-01,9/15/2021,lachat,srp,sample,0418-01,0.00953,mgL-1,FALSE,JB,SP,,,2021
436,0418-01,9/15/2021,lachat,srp,sample,0418-01,0.0102,mgL-1,FALSE,JB,SP,,,2021
437,0420-01,9/15/2021,lachat,srp,sample,0420-01,0.00606,mgL-1,FALSE,JB,SP,,,2021
438,0421-01,9/15/2021,lachat,srp,sample,0421-01,0.00672,mgL-1,FALSE,JB,SP,,,2021
439,0415-01,9/15/2021,lachat,srp,sample,20210820_0415-01,0.0372,mgL-1,FALSE,JB,SP,,,2021
440,0168-12,9/15/2021,lachat,nh4n,sample,20210812_0168-12,0.0088,mgL-1,FALSE,JB,SP,,,2021
441,0166-12,9/15/2021,lachat,nh4n,sample,0166-12,0.00755,mgL-1,FALSE,JB,SP,,,2021
442,0167-12,9/15/2021,lachat,nh4n,sample,0167-12,0.00869,mgL-1,FALSE,JB,SP,,,2021
443,0160-12,9/15/2021,lachat,nh4n,sample,0160-12,0.00628,mgL-1,FALSE,JB,SP,,,2021
444,0161-12,9/15/2021,lachat,nh4n,sample,0161-12,0.00102,mgL-1,FALSE,JB,SP,,,2021
445,0162-12,9/15/2021,lachat,nh4n,sample,0162-12,0.00487,mgL-1,FALSE,JB,SP,,,2021
446,0426-01,9/15/2021,lachat,nh4n,sample,20210903_0426-01,0.00196,mgL-1,FALSE,JB,SP,,,2021
447,0427-01,9/15/2021,lachat,nh4n,sample,0427-01,0.00228,mgL-1,FALSE,JB,SP,,,2021
448,0428-01,9/15/2021,lachat,nh4n,sample,0428-01,-0.000907,mgL-1,FALSE,JB,SP,,,2021
449,0428-01,9/15/2021,lachat,nh4n,sample,0428-01,-0.00138,mgL-1,FALSE,JB,SP,,,2021
450,0429-01,9/15/2021,lachat,nh4n,sample,0429-01,0.00275,mgL-1,FALSE,JB,SP,,,2021
451,0430-01,9/15/2021,lachat,nh4n,sample,0430-01,0.00142,mgL-1,FALSE,JB,SP,,,2021
452,0416-01,9/15/2021,lachat,nh4n,sample,20210821_0416-01,0.0101,mgL-1,FALSE,JB,SP,,,2021
453,0418-01,9/15/2021,lachat,nh4n,sample,0418-01,0.0291,mgL-1,FALSE,JB,SP,,,2021
454,0420-01,9/15/2021,lachat,nh4n,sample,0420-01,0.00807,mgL-1,FALSE,JB,SP,,,2021
455,0421-01,9/15/2021,lachat,nh4n,sample,0421-01,0.00549,mgL-1,FALSE,JB,SP,,,2021
456,0415-01,9/15/2021,lachat,nh4n,sample,20210820_0415-01,0.00357,mgL-1,FALSE,JB,SP,,,2021
457,0168-12,9/15/2021,lachat,no3n,sample,20210812_0168-12,0.00595,mgL-1,FALSE,JB,SP,,,2021
458,0166-12,9/15/2021,lachat,no3n,sample,0166-12,0.00803,mgL-1,FALSE,JB,SP,,,2021
459,0167-12,9/15/2021,lachat,no3n,sample,0167-12,0.00287,mgL-1,FALSE,JB,SP,,,2021
460,0160-12,9/15/2021,lachat,no3n,sample,0160-12,0.0121,mgL-1,FALSE,JB,SP,,,2021
461,0161-12,9/15/2021,lachat,no3n,sample,0161-12,0.0106,mgL-1,FALSE,JB,SP,,,2021
462,0162-12,9/15/2021,lachat,no3n,sample,0162-12,0.0115,mgL-1,FALSE,JB,SP,,,2021
463,0426-01,9/15/2021,lachat,no3n,sample,20210903_0426-01,0.00029,mgL-1,FALSE,JB,SP,,,2021
464,0427-01,9/15/2021,lachat,no3n,sample,0427-01,0.0000714,mgL-1,FALSE,JB,SP,,,2021
465,0428-01,9/15/2021,lachat,no3n,sample,0428-01,-0.000584,mgL-1,FALSE,JB,SP,,,2021
466,0428-01,9/15/2021,lachat,no3n,sample,0428-01,-0.00097,mgL-1,FALSE,JB,SP,,,2021
467,0429-01,9/15/2021,lachat,no3n,sample,0429-01,0.000485,mgL-1,FALSE,JB,SP,,,2021
468,0430-01,9/15/2021,lachat,no3n,sample,0430-01,0.000132,mgL-1,FALSE,JB,SP,,,2021
469,0416-01,9/15/2021,lachat,no3n,sample,20210821_0416-01,0.0376,mgL-1,FALSE,JB,SP,,,2021
470,0418-01,9/15/2021,lachat,no3n,sample,0418-01,0.323,mgL-1,FALSE,JB,SP,,,2021
471,0420-01,9/15/2021,lachat,no3n,sample,0420-01,0.0017,mgL-1,FALSE,JB,SP,,,2021
472,0421-01,9/15/2021,lachat,no3n,sample,0421-01,0.00199,mgL-1,FALSE,JB,SP,,,2021
473,0415-01,9/15/2021,lachat,no3n,sample,20210820_0415-01,0.00193,mgL-1,FALSE,JB,SP,,,2021
474,0096-10,8/12/2021,shimadzu,doc,sample,9610,5.595,mgL-1,FALSE,JB,SP,,,2021
475,0097-10,8/12/2021,shimadzu,doc,sample,9710,5.972,mgL-1,FALSE,JB,SP,,,2021
476,0098-10,8/12/2021,shimadzu,doc,sample,9810,5.939,mgL-1,FALSE,JB,SP,,,2021
477,0099-10,8/12/2021,shimadzu,doc,sample,9910,3.251,mgL-1,FALSE,JB,SP,,,2021
478,0100-10,8/12/2021,shimadzu,doc,sample,10010,3.757,mgL-1,FALSE,JB,SP,,,2021
479,0101-10,8/12/2021,shimadzu,doc,sample,10110,7.221,mgL-1,FALSE,JB,SP,,,2021
480,0102-10,8/12/2021,shimadzu,doc,sample,10210,7.021,mgL-1,FALSE,JB,SP,,,2021
481,0103-10,8/12/2021,shimadzu,doc,sample,10310,7.286,mgL-1,FALSE,JB,SP,,,2021
482,0104-10,8/12/2021,shimadzu,doc,sample,10410,5.492,mgL-1,FALSE,JB,SP,,,2021
483,0105-10,8/12/2021,shimadzu,doc,sample,10510,3.47,mgL-1,FALSE,JB,SP,,,2021
484,0106-10,8/12/2021,shimadzu,doc,sample,10610,6.268,mgL-1,FALSE,JB,SP,,,2021
485,0107-10,8/12/2021,shimadzu,doc,sample,10710,3.212,mgL-1,FALSE,JB,SP,,,2021
486,0108-10,8/12/2021,shimadzu,doc,sample,10810,6.157,mgL-1,FALSE,JB,SP,,,2021
487,0109-10,8/12/2021,shimadzu,doc,sample,10910,3.313,mgL-1,FALSE,JB,SP,,,2021
488,0110-10,8/12/2021,shimadzu,doc,sample,11010,3.045,mgL-1,FALSE,JB,SP,,,2021
489,0127-10,9/16/2021,shimadzu,doc,sample,0127-10,6.92,mgL-1,FALSE,JB,LM,,,2021
490,0124-10,9/16/2021,shimadzu,doc,sample,0124-10,7.067,mgL-1,FALSE,JB,LM,,,2021
491,0318-14,9/16/2021,shimadzu,doc,sample,0318-14,6.852,mgL-1,FALSE,JB,LM,,,2021
